Idosoby;Płeć;Wiek;Wykształcenie;Zamieszkanie;Wierzący;Religia;Myślenie o śmierci przygnębia mnie (Lęk);Często zastanawiam się, w jakiej sytuacji byłbym skłonny odebrać sobie życie (Fascynacja);Perspektywa mojej śmierci jest dla mnie przerażająca (Lęk);Śmierć jest dla mnie czymś przykrym (Lęk);Lubię wyobrażać sobie, w jaki sposób umrę (Fascynacja);Gdy ktoś porusza w mojej obecności kwestię śmierci, szybko staram się zmienić temat rozmowy (Lęk);W chwilach ciężkiego przygnębienia zaczynam myśleć o swoim zgonie (Fascynacja);Myślę, że w miarę upływu lat będę się częściej modlić (Lęk);W naprawdę ciężkiej sytuacji mógłbym zdecydować się na samobójstwo (Fascynacja);Często myślę o śmierci (Fascynacja);Lubię wyobrażać sobie własny pogrzeb (Fascynacja);Często myślę, że chciałbym umrzeć (Fascynacja);Napełnia mnie przerażeniem, gdy umierają bliskie mi osoby (Lęk);Śmierć jest dla mnie fascynującą tajemnicą (Fascynacja);O śmierci myślę bez lęku (Lęk);Śmierć jest najgorszym nieszczęściem w życiu człowieka (Lęk);Nie lubię filmów, w których jeden z głównych bohaterów umiera (Lęk);Nieraz trudno oderwać mi się od myśli o śmierci (Fascynacja);Lubię poznawać różne rytuały i obrzędy towarzyszące śmierci (Fascynacja);Nieraz wyobrażam sobie, co będzie się ze mną działo po śmierci (Fascynacja);Lubię rozmyślać na tematy związane ze śmiercią (Fascynacja);Interesują mnie obrazy przedstawiające śmierć i umieranie (Fascynacja);Często rozmawiam z ludźmi na temat śmierci (Fascynacja);Koleżeński (Wspolnotowość);Wyrozumiały (Wspólnotowość);Pewny siebie (Sprawczość);Skuteczny (Sprawczość);Opiekuńczy (Wspólnotowość);Przyjazny (Wspólnotowość);Konsekwentny (Sprawczość);Skłonny do kompromisu (Wspólnotowość);Uczynny (Wspólnotowość);Ambitny (Sprawczość);Życzliwy (Wspólnotowość);Doceniający innych (Wspólnotowść);Energiczny (Sprawczość);Przedsiębiorczy (Sprawczość);Współczujący (Wspólnotowość);O silnej woli (Sprawczość);Sprawny (Sprawczość);O skłonnościach przywódczych (Sprawczość);Wspierający innych (Sprawczość);Pomocny (Wspólnotowość);Przekonujący (Sprawczość);Wybaczający (Wspólnotowość);Przebojowy (Sprawczość);Pomysłowy (Sprawczość);Rozumiejący innych (Wspólnotowość);Zaradny (Sprawczość);Poświęcający się dla innych (Wspólnotowość);Zdecydowany (Sprawczość);Aktywny (Sprawczość);Wrażliwy na innych (Wspólnotowość);Pomniejszam wagę swoich osiągnięć (Autodeprecjacja);Sprawiam wrażenie, że wiem więcej, niż to jest naprawdę (Autopromocja);Podkreślam własne zasługi (Autopromocja);Sprawiam wrażenie osoby zajętej ważnymi sprawami (Autopromocja);Wypadam gorzej od drugiej osoby, żeby jej nie sprawić przykrości (Autodeprecjacja); Sprawiam wrażenie osoby niepewnej siebie (Autodeprecjacja);Pewnych zadań podejmuję się dla wykazania, że coś potrafię (Autopromocja);Podkreślam własne umiejętności (Autopromocja);Unikam mówienia o swoich sukcesach (Autodeprecjacja);Gdy niepokoję się, że coś mi nie wyjdzie, opowiadam o tym innym (Autodeprecjacja);Staram się wypaść na osobę znającą się na rzeczy (Autopromocja);Mówię przepraszam, nawet kiedy tak naprawdę to nie moja wina (Autodeprecjacja);Podkreślam swoje wady (Autodeprecjacja);Opowiadam o tym, co mi się udało (Autopromocja);Sprawiam wrażenie osoby pewnej siebie (Autopromocja);Staram się nie wywyższać (Autodeprecjacja);Gdy coś mi dobrze pójdzie, staram się pokazać także swoje wady (Autodeprecjacja);Przyznaję się do własnej bezradności (Autodeprecjacja);Mówię o swoich zaletach (Autopromocja);Nawet gdy czegoś nie potrafię, zachowuję się, jakbym to umiał (Autopromocja);Sprawiam wrażenie osoby kompetentnej (Autopromocja);Zachowuję się bardziej bezradnie niż się czuję (Autodeprecjacja);Opowiadam o tym, co mi się nie udało (Autodeprecjacja);Nadrabiam miną, gdy coś idzie nie tak (Autopromocja);Z góry twierdzę, że nie dam sobie z czymś rady (Autodeprecjacja);Unikam tego, by za dobrze wypaść (Autodeprecjacja);Kiedy brak mi wiedzy na jakiś temat, nie daję tego po sobie poznać (Autopromocja);Mówię zdecydowanym tonem, nawet kiedy wcale nie mam pewności (Autopromocja);Kiedy dobrze wypadnę, przekonuję innych, że to przypadek (Autodeprecjacja);W dyskusji lubię pokazać, że się dobrze znam na rzeczy (Autopromocja);Lęk przed śmiercią;Fascynacja śmiercią;Osobowość sprawcza;Osobowość wspólnotowa;Autodeprecjacja;Autopromocja
163;Mężczyzna;21;Średnie ogólne;Duże miasto (powyżej 50 tyś. mieszkańców);Nie;Nie wierzący;Raczej tak;Raczej tak;Zdecydowanie nie;Raczej nie;Raczej nie;Zdecydowanie nie;Zdecydowanie tak;Raczej tak;Raczej tak;Zdecydowanie tak;Raczej nie;Zdecydowanie tak;Raczej tak;Zdecydowanie tak;Raczej nie;Zdecydowanie nie;Raczej nie;Raczej tak;Raczej nie;Zdecydowanie tak;Zdecydowanie tak;Raczej tak;Zdecydowanie tak;Trudno powiedzieć, trochę tak, trochę nie;Tak;Raczej tak;Trudno powiedzieć, trochę tak, trochę nie;Tak;Tak;Nie;Raczej nie;Raczej tak;Tak;Tak;Raczej tak;Raczej tak;Trudno powiedzieć, trochę tak, trochę nie;Tak;Tak;Tak;Raczej tak;Raczej tak;Raczej tak;Tak;Tak;Tak;Tak;Tak;Raczej nie;Raczej tak;Raczej tak;Trudno powiedzieć, trochę tak, trochę nie;Tak;Czasami;Często;Rzadko;Czasami;Rzadko;Czasami;Czasami;Rzadko;Często;Często;Często;Czasami;Często;Rzadko;Często;Często;Często;Często;Rzadko;Często;Rzadko;Czasami;Czasami;Bardzo czesto;Często;Rzadko;Często;Czasami;Czasami;Często;2;3.28571428571429;4.86666666666667;5.33333333333333;3.33333333333333;3.2
166;Mężczyzna;21;Średnie ogólne;Średnie miasto (do 50 tyś. mieszkańców);Tak;Katolicyzm;Zdecydowanie tak;Raczej nie;Zdecydowanie nie;Raczej nie;Raczej tak;Raczej nie;Raczej nie;Raczej tak;Raczej tak;Raczej nie;Zdecydowanie nie;Raczej nie;Raczej tak;Zdecydowanie tak;Raczej nie;Raczej nie;Zdecydowanie nie;Raczej nie;Zdecydowanie nie;Raczej nie;Raczej nie;Zdecydowanie nie;Zdecydowanie nie;Raczej tak;Zdecydowanie tak;Zdecydowanie nie;Raczej nie;Nie;Raczej nie;Trudno powiedzieć, trochę tak, trochę nie;Zdecydowanie tak;Trudno powiedzieć, trochę tak, trochę nie;Raczej tak;Raczej tak;Zdecydowanie tak;Zdecydowanie nie;Zdecydowanie nie;Nie;Trudno powiedzieć, trochę tak, trochę nie;Raczej nie;Zdecydowanie nie;Trudno powiedzieć, trochę tak, trochę nie;Trudno powiedzieć, trochę tak, trochę nie;Zdecydowanie nie;Tak;Zdecydowanie nie;Zdecydowanie nie;Zdecydowanie tak;Nie;Nie;Zdecydowanie nie;Nie;Raczej nie;Często;Czasami;Rzadko;Czasami;Bardzo czesto;Często;Czasami;Rzadko;Czasami;Bardzo czesto;Bardzo czesto;Rzadko;Często;Czasami;Nigdy;Bardzo czesto;Bardzo czesto;Często;Rzadko;Czasami;Czasami;Czasami;Często;Często;Bardzo czesto;Rzadko;Rzadko;Nigdy;Bardzo czesto;Czasami;2.22222222222222;2;2.06666666666667;4.53333333333333;4;2.66666666666667
167;Kobieta;21;Średnie ogólne;Duże miasto (powyżej 50 tyś. mieszkańców);Nie;Nie wierzący;Zdecydowanie tak;Raczej nie;Raczej tak;Zdecydowanie tak;Zdecydowanie nie;Raczej tak;Raczej nie;Raczej nie;Raczej nie;Raczej nie;Zdecydowanie nie;Raczej nie;Zdecydowanie tak;Raczej nie;Raczej tak;Zdecydowanie tak;Raczej tak;Zdecydowanie nie;Zdecydowanie nie;Zdecydowanie tak;Zdecydowanie nie;Zdecydowanie tak;Raczej nie;Zdecydowanie tak;Zdecydowanie tak;Trudno powiedzieć, trochę tak, trochę nie;Trudno powiedzieć, trochę tak, trochę nie;Tak;Zdecydowanie tak;Trudno powiedzieć, trochę tak, trochę nie;Tak;Zdecydowanie tak;Tak;Zdecydowanie tak;Zdecydowanie tak;Raczej tak;Raczej tak;Zdecydowanie tak;Tak;Tak;Raczej tak;Zdecydowanie tak;Zdecydowanie tak;Tak;Zdecydowanie tak;Trudno powiedzieć, trochę tak, trochę nie;Tak;Zdecydowanie tak;Tak;Zdecydowanie tak;Raczej tak;Tak;Zdecydowanie tak;Czasami;Czasami;Rzadko;Często;Czasami;Czasami;Czasami;Rzadko;Często;Często;Czasami;Czasami;Często;Czasami;Czasami;Nigdy;Często;Czasami;Rzadko;Czasami;Często;Czasami;Często;Często;Bardzo czesto;Czasami;Rzadko;Rzadko;Często;Czasami;3.33333333333333;1.92857142857143;5.2;6.86666666666667;3.4;2.86666666666667
168;Kobieta;21;Średnie ogólne;Wieś;Nie;Nie wierzący;Raczej tak;Raczej nie;Raczej tak;Raczej tak;Raczej nie;Raczej nie;Raczej tak;Zdecydowanie nie;Raczej nie;Raczej nie;Raczej nie;Raczej nie;Raczej tak;Zdecydowanie tak;Raczej nie;Raczej nie;Raczej nie;Raczej nie;Raczej tak;Raczej tak;Raczej tak;Raczej tak;Raczej nie;Tak;Zdecydowanie tak;Trudno powiedzieć, trochę tak, trochę nie;Raczej tak;Raczej tak;Tak;Tak;Tak;Tak;Tak;Tak;Trudno powiedzieć, trochę tak, trochę nie;Raczej tak;Raczej tak;Tak;Zdecydowanie tak;Tak;Raczej nie;Zdecydowanie tak;Tak;Tak;Zdecydowanie tak;Raczej tak;Raczej tak;Tak;Tak;Tak;Tak;Trudno powiedzieć, trochę tak, trochę nie;Raczej tak;Nigdy;Nigdy;Nigdy;Nigdy;Nigdy;Rzadko;Rzadko;Rzadko;Czasami;Bardzo czesto;Czasami;Często;Czasami;Bardzo czesto;Czasami;Nigdy;Często;Bardzo czesto;Często;Czasami;Często;Nigdy;Często;Rzadko;Nigdy;Rzadko;Rzadko;Czasami;Rzadko;Rzadko;2.33333333333333;2.5;5.26666666666667;5.93333333333333;2.6;2.53333333333333
171;Mężczyzna;21;Średnie ogólne;Małe miasto (5-10 tyś. mieszkańców);Tak;Katolicyzm;Raczej tak;Raczej nie;Raczej nie;Raczej tak;Raczej tak;Raczej tak;Raczej nie;Raczej nie;Raczej tak;Raczej nie;Raczej nie;Zdecydowanie nie;Zdecydowanie tak;Raczej tak;Raczej tak;Zdecydowanie tak;Raczej nie;Raczej nie;Raczej tak;Zdecydowanie tak;Zdecydowanie tak;Raczej nie;Raczej tak;Tak;Zdecydowanie nie;Raczej tak;Raczej tak;Raczej tak;Zdecydowanie tak;Trudno powiedzieć, trochę tak, trochę nie;Raczej tak;Raczej tak;Zdecydowanie tak;Raczej tak;Tak;Trudno powiedzieć, trochę tak, trochę nie;Raczej tak;Raczej tak;Trudno powiedzieć, trochę tak, trochę nie;Zdecydowanie tak;Tak;Tak;Tak;Zdecydowanie tak;Trudno powiedzieć, trochę tak, trochę nie;Trudno powiedzieć, trochę tak, trochę nie;Trudno powiedzieć, trochę tak, trochę nie;Raczej tak;Raczej tak;Tak;Zdecydowanie nie;Raczej tak;Raczej nie;Często;Czasami;Czasami;Czasami;Często;Czasami;Czasami;Czasami;Często;Bardzo czesto;Czasami;Często;Bardzo czesto;Często;Czasami;Często;Często;Często;Czasami;Rzadko;Czasami;Czasami;Często;Często;Bardzo czesto;Czasami;Rzadko;Rzadko;Czasami;Często;2.88888888888889;2.57142857142857;4.86666666666667;5;3.93333333333333;3
174;Mężczyzna;21;Średnie ogólne;Średnie miasto (do 50 tyś. mieszkańców);Tak;Katolicyzm;Zdecydowanie nie;Zdecydowanie nie;Zdecydowanie nie;Raczej nie;Zdecydowanie nie;Raczej tak;Zdecydowanie nie;Zdecydowanie nie;Zdecydowanie nie;Zdecydowanie nie;Zdecydowanie nie;Zdecydowanie nie;Raczej nie;Raczej nie;Zdecydowanie nie;Raczej nie;Raczej tak;Zdecydowanie nie;Zdecydowanie nie;Zdecydowanie nie;Zdecydowanie nie;Raczej nie;Zdecydowanie nie;Zdecydowanie tak;Tak;Trudno powiedzieć, trochę tak, trochę nie;Raczej tak;Tak;Zdecydowanie tak;Raczej tak;Tak;Tak;Raczej tak;Tak;Tak;Raczej tak;Raczej tak;Raczej tak;Raczej tak;Tak;Raczej tak;Zdecydowanie tak;Tak;Tak;Tak;Tak;Trudno powiedzieć, trochę tak, trochę nie;Raczej tak;Trudno powiedzieć, trochę tak, trochę nie;Raczej tak;Trudno powiedzieć, trochę tak, trochę nie;Tak;Raczej tak;Rzadko;Czasami;Czasami;Rzadko;Nigdy;Często;Czasami;Rzadko;Często;Rzadko;Czasami;Rzadko;Czasami;Czasami;Czasami;Nigdy;Rzadko;Rzadko;Czasami;Czasami;Czasami;Czasami;Często;Często;Czasami;Rzadko;Czasami;Rzadko;Czasami;Rzadko;1.77777777777778;1.14285714285714;5;5.93333333333333;2.53333333333333;2.8
177;Mężczyzna;21;Wyższe (licencjat, magisterium);Duże miasto (powyżej 50 tyś. mieszkańców);Tak;Katolicyzm;Zdecydowanie tak;Zdecydowanie tak;Raczej tak;Zdecydowanie tak;Raczej tak;Raczej nie;Raczej tak;Raczej tak;Zdecydowanie tak;Zdecydowanie tak;Raczej tak;Raczej tak;Raczej tak;Raczej tak;Zdecydowanie tak;Raczej nie;Raczej tak;Raczej tak;Raczej nie;Raczej nie;Raczej tak;Raczej tak;Raczej tak;Tak;Tak;Tak;Trudno powiedzieć, trochę tak, trochę nie;Raczej nie;Trudno powiedzieć, trochę tak, trochę nie;Trudno powiedzieć, trochę tak, trochę nie;Tak;Raczej tak;Tak;Tak;Trudno powiedzieć, trochę tak, trochę nie;Tak;Raczej tak;Raczej tak;Raczej tak;Zdecydowanie tak;Raczej tak;Raczej tak;Tak;Trudno powiedzieć, trochę tak, trochę nie;Tak;Trudno powiedzieć, trochę tak, trochę nie;Zdecydowanie tak;Raczej tak;Raczej tak;Trudno powiedzieć, trochę tak, trochę nie;Raczej tak;Zdecydowanie tak;Trudno powiedzieć, trochę tak, trochę nie;Czasami;Często;Często;Często;Rzadko;Czasami;Często;Czasami;Czasami;Rzadko;Często;Rzadko;Rzadko;Często;Czasami;Bardzo czesto;Czasami;Czasami;Rzadko;Często;Często;Rzadko;Rzadko;Często;Czasami;Rzadko;Często;Czasami;Czasami;Często;3.11111111111111;3.07142857142857;5.33333333333333;5;2.66666666666667;3.66666666666667
183;Kobieta;21;Średnie ogólne;Wieś;Tak;Katolicyzm;Raczej tak;Raczej nie;Raczej nie;Zdecydowanie tak;Raczej nie;Zdecydowanie tak;Zdecydowanie nie;Zdecydowanie nie;Raczej nie;Zdecydowanie nie;Zdecydowanie nie;Zdecydowanie nie;Zdecydowanie tak;Zdecydowanie nie;Raczej tak;Raczej tak;Raczej nie;Zdecydowanie nie;Zdecydowanie nie;Zdecydowanie nie;Zdecydowanie nie;Zdecydowanie nie;Zdecydowanie nie;Tak;Tak;Raczej nie;Tak;Zdecydowanie tak;Zdecydowanie tak;Zdecydowanie tak;Tak;Tak;Zdecydowanie tak;Zdecydowanie tak;Zdecydowanie tak;Raczej tak;Raczej tak;Tak;Raczej tak;Nie;Tak;Tak;Tak;Tak;Raczej nie;Tak;Tak;Tak;Tak;Tak;Tak;Tak;Tak;Często;Rzadko;Rzadko;Rzadko;Rzadko;Rzadko;Rzadko;Rzadko;Często;Często;Często;Rzadko;Rzadko;Często;Rzadko;Często;Często;Często;Często;Nigdy;Czasami;Rzadko;Często;Rzadko;Rzadko;Rzadko;Rzadko;Rzadko;Czasami;Nigdy;2.88888888888889;1.21428571428571;5.46666666666667;6.06666666666667;3;2.33333333333333
185;Mężczyzna;21;Średnie ogólne;Małe miasto (5-10 tyś. mieszkańców);Nie;Nie wierzący;Zdecydowanie nie;Raczej nie;Raczej tak;Raczej tak;Raczej tak;Zdecydowanie nie;Raczej nie;Zdecydowanie nie;Raczej nie;Raczej tak;Zdecydowanie nie;Raczej nie;Raczej tak;Zdecydowanie tak;Raczej tak;Raczej nie;Raczej nie;Raczej nie;Raczej tak;Zdecydowanie tak;Zdecydowanie tak;Raczej tak;Raczej tak;Zdecydowanie tak;Tak;Zdecydowanie nie;Trudno powiedzieć, trochę tak, trochę nie;Tak;Zdecydowanie tak;Zdecydowanie nie;Zdecydowanie tak;Tak;Raczej tak;Zdecydowanie tak;Raczej tak;Nie;Zdecydowanie nie;Zdecydowanie tak;Zdecydowanie nie;Tak;Nie;Tak;Zdecydowanie tak;Trudno powiedzieć, trochę tak, trochę nie;Trudno powiedzieć, trochę tak, trochę nie;Raczej nie;Trudno powiedzieć, trochę tak, trochę nie;Tak;Raczej tak;Tak;Nie;Raczej tak;Raczej tak;Często;Nigdy;Rzadko;Rzadko;Czasami;Często;Często;Rzadko;Często;Czasami;Czasami;Rzadko;Często;Czasami;Nigdy;Często;Nigdy;Rzadko;Rzadko;Nigdy;Czasami;Rzadko;Nigdy;Rzadko;Często;Rzadko;Nigdy;Czasami;Nigdy;Czasami;2.11111111111111;2.71428571428571;3.06666666666667;6.13333333333333;2.73333333333333;2.2
195;Kobieta;21;Średnie ogólne;Wieś;Tak;Katolicyzm;Raczej nie;Zdecydowanie nie;Raczej nie;Raczej tak;Zdecydowanie nie;Zdecydowanie nie;Zdecydowanie nie;Raczej nie;Zdecydowanie nie;Raczej tak;Raczej nie;Raczej nie;Raczej nie;Raczej nie;Raczej nie;Zdecydowanie nie;Zdecydowanie nie;Zdecydowanie nie;Raczej tak;Raczej tak;Raczej nie;Zdecydowanie nie;Zdecydowanie nie;Tak;Raczej tak;Raczej nie;Raczej tak;Trudno powiedzieć, trochę tak, trochę nie;Tak;Raczej tak;Raczej tak;Tak;Tak;Raczej tak;Zdecydowanie tak;Zdecydowanie tak;Trudno powiedzieć, trochę tak, trochę nie;Trudno powiedzieć, trochę tak, trochę nie;Raczej tak;Raczej tak;Nie;Raczej tak;Trudno powiedzieć, trochę tak, trochę nie;Trudno powiedzieć, trochę tak, trochę nie;Trudno powiedzieć, trochę tak, trochę nie;Raczej nie;Raczej tak;Raczej nie;Tak;Trudno powiedzieć, trochę tak, trochę nie;Trudno powiedzieć, trochę tak, trochę nie;Raczej tak;Raczej nie;Rzadko;Czasami;Rzadko;Czasami;Czasami;Często;Bardzo czesto;Rzadko;Często;Czasami;Często;Bardzo czesto;Często;Czasami;Rzadko;Często;Czasami;Często;Czasami;Rzadko;Czasami;Rzadko;Czasami;Bardzo czesto;Często;Rzadko;Czasami;Rzadko;Czasami;Czasami;1.77777777777778;1.71428571428571;4.6;4.73333333333333;3.33333333333333;3
201;Mężczyzna;21;Średnie ogólne;Wieś;Nie;Nie wierzący;Zdecydowanie nie;Raczej tak;Raczej nie;Raczej nie;Raczej tak;Zdecydowanie tak;Zdecydowanie tak;Zdecydowanie nie;Zdecydowanie nie;Zdecydowanie tak;Zdecydowanie tak;Raczej tak;Raczej nie;Zdecydowanie tak;Raczej nie;Zdecydowanie nie;Zdecydowanie nie;Raczej tak;Zdecydowanie nie;Zdecydowanie tak;Raczej nie;Zdecydowanie nie;Zdecydowanie nie;Raczej nie;Zdecydowanie tak;Raczej tak;Trudno powiedzieć, trochę tak, trochę nie;Zdecydowanie tak;Tak;Zdecydowanie tak;Tak;Trudno powiedzieć, trochę tak, trochę nie;Nie;Raczej tak;Zdecydowanie tak;Nie;Nie;Zdecydowanie tak;Zdecydowanie tak;Raczej tak;Nie;Tak;Trudno powiedzieć, trochę tak, trochę nie;Nie;Zdecydowanie nie;Tak;Tak;Zdecydowanie tak;Trudno powiedzieć, trochę tak, trochę nie;Zdecydowanie tak;Zdecydowanie tak;Raczej tak;Nie;Rzadko;Bardzo czesto;Czasami;Rzadko;Często;Często;Nigdy;Czasami;Często;Bardzo czesto;Rzadko;Nigdy;Nigdy;Często;Rzadko;Nigdy;Nigdy;Często;Często;Czasami;Często;Rzadko;Bardzo czesto;Nigdy;Nigdy;Często;Nigdy;Nigdy;Nigdy;Bardzo czesto;1.77777777777778;2.71428571428571;4.4;5.26666666666667;2.66666666666667;2.73333333333333
2;Kobieta;20;Średnie ogólne;Duże miasto (powyżej 50 tyś. mieszkańców);Tak;Katolicyzm;Raczej tak;Raczej nie;Raczej tak;Raczej tak;Zdecydowanie nie;Raczej nie;Zdecydowanie nie;Raczej tak;Raczej nie;Raczej nie;Zdecydowanie nie;Zdecydowanie nie;Raczej tak;Raczej tak;Raczej tak;Raczej nie;Raczej nie;Zdecydowanie nie;Zdecydowanie nie;Raczej tak;Zdecydowanie nie;Zdecydowanie nie;Raczej nie;Tak;Raczej tak;Tak;Tak;Zdecydowanie tak;Tak;Zdecydowanie tak;Raczej tak;Tak;Zdecydowanie tak;Tak;Raczej tak;Zdecydowanie tak;Tak;Tak;Zdecydowanie tak;Zdecydowanie tak;Zdecydowanie tak;Tak;Tak;Tak;Raczej tak;Zdecydowanie tak;Zdecydowanie tak;Raczej tak;Tak;Raczej tak;Zdecydowanie tak;Zdecydowanie tak;Tak;Rzadko;Czasami;Często;Często;Rzadko;Rzadko;Czasami;Często;Czasami;Czasami;Często;Czasami;Czasami;Często;Często;Czasami;Czasami;Czasami;Bardzo czesto;Rzadko;Bardzo czesto;Nigdy;Często;Czasami;Rzadko;Rzadko;Często;Czasami;Rzadko;Bardzo czesto;2.66666666666667;1.57142857142857;6.66666666666667;5.66666666666667;2.53333333333333;3.8
20;Kobieta;20;Średnie ogólne;Średnie miasto (do 50 tyś. mieszkańców);Nie;Nie wierzący;Raczej tak;Raczej tak;Raczej tak;Zdecydowanie tak;Raczej nie;Zdecydowanie nie;Raczej tak;Zdecydowanie nie;Zdecydowanie tak;Raczej nie;Raczej nie;Raczej tak;Zdecydowanie tak;Zdecydowanie nie;Zdecydowanie tak;Raczej tak;Raczej tak;Raczej nie;Zdecydowanie nie;Raczej nie;Zdecydowanie nie;Zdecydowanie nie;Raczej nie;Zdecydowanie tak;Zdecydowanie tak;Trudno powiedzieć, trochę tak, trochę nie;Raczej tak;Zdecydowanie tak;Zdecydowanie tak;Trudno powiedzieć, trochę tak, trochę nie;Tak;Zdecydowanie tak;Raczej tak;Zdecydowanie tak;Tak;Trudno powiedzieć, trochę tak, trochę nie;Trudno powiedzieć, trochę tak, trochę nie;Zdecydowanie tak;Raczej nie;Raczej nie;Nie;Zdecydowanie tak;Zdecydowanie tak;Nie;Raczej tak;Raczej tak;Zdecydowanie tak;Zdecydowanie tak;Raczej tak;Zdecydowanie tak;Nie;Raczej nie;Zdecydowanie tak;Bardzo czesto;Często;Rzadko;Rzadko;Nigdy;Często;Czasami;Czasami;Czasami;Często;Często;Bardzo czesto;Bardzo czesto;Często;Czasami;Bardzo czesto;Często;Bardzo czesto;Czasami;Rzadko;Często;Czasami;Często;Bardzo czesto;Bardzo czesto;Nigdy;Często;Czasami;Często;Czasami;2.88888888888889;2.07142857142857;3.86666666666667;6.73333333333333;3.86666666666667;3.26666666666667
24;Kobieta;20;Średnie ogólne;Wieś;Tak;Katolicyzm;Zdecydowanie nie;Zdecydowanie tak;Zdecydowanie nie;Raczej tak;Raczej tak;Raczej nie;Raczej tak;Zdecydowanie nie;Zdecydowanie tak;Raczej nie;Raczej tak;Zdecydowanie tak;Zdecydowanie tak;Raczej nie;Raczej nie;Zdecydowanie nie;Raczej tak;Raczej tak;Raczej nie;Zdecydowanie tak;Raczej nie;Raczej nie;Zdecydowanie nie;Nie;Tak;Zdecydowanie nie;Zdecydowanie nie;Raczej nie;Nie;Zdecydowanie nie;Zdecydowanie tak;Raczej nie;Nie;Raczej nie;Raczej nie;Zdecydowanie nie;Raczej nie;Trudno powiedzieć, trochę tak, trochę nie;Nie;Zdecydowanie nie;Zdecydowanie nie;Raczej nie;Trudno powiedzieć, trochę tak, trochę nie;Zdecydowanie nie;Raczej tak;Zdecydowanie nie;Zdecydowanie nie;Trudno powiedzieć, trochę tak, trochę nie;Nie;Raczej tak;Zdecydowanie nie;Zdecydowanie nie;Raczej nie;Czasami;Czasami;Czasami;Często;Często;Bardzo czesto;Często;Rzadko;Czasami;Nigdy;Rzadko;Często;Rzadko;Rzadko;Nigdy;Często;Czasami;Bardzo czesto;Rzadko;Rzadko;Nigdy;Często;Nigdy;Często;Bardzo czesto;Często;Rzadko;Nigdy;Czasami;Rzadko;2;2.78571428571429;1.33333333333333;3.8;3.4;2.33333333333333
55;Kobieta;20;Średnie zawodowe;Wieś;Tak;Katolicyzm;Zdecydowanie nie;Zdecydowanie nie;Zdecydowanie nie;Raczej tak;Zdecydowanie nie;Raczej nie;Zdecydowanie nie;Raczej nie;Zdecydowanie nie;Raczej nie;Zdecydowanie nie;Zdecydowanie nie;Raczej tak;Raczej nie;Raczej nie;Raczej nie;Raczej tak;Zdecydowanie nie;Zdecydowanie nie;Zdecydowanie nie;Zdecydowanie nie;Zdecydowanie nie;Raczej nie;Zdecydowanie tak;Raczej tak;Tak;Raczej tak;Raczej tak;Tak;Trudno powiedzieć, trochę tak, trochę nie;Raczej tak;Tak;Zdecydowanie tak;Tak;Zdecydowanie tak;Zdecydowanie tak;Tak;Tak;Raczej tak;Zdecydowanie tak;Trudno powiedzieć, trochę tak, trochę nie;Tak;Tak;Tak;Tak;Tak;Tak;Tak;Tak;Tak;Tak;Tak;Tak;Czasami;Nigdy;Rzadko;Czasami;Czasami;Często;Często;Rzadko;Bardzo czesto;Nigdy;Często;Często;Często;Czasami;Czasami;Bardzo czesto;Czasami;Nigdy;Rzadko;Nigdy;Czasami;Nigdy;Rzadko;Często;Czasami;Rzadko;Nigdy;Czasami;Czasami;Rzadko;2.11111111111111;1.21428571428571;5.8;5.93333333333333;2.93333333333333;2.53333333333333
57;Kobieta;20;Średnie zawodowe;Średnie miasto (do 50 tyś. mieszkańców);Nie;Nie wierzący;Raczej nie;Zdecydowanie nie;Raczej nie;Raczej nie;Zdecydowanie nie;Raczej nie;Zdecydowanie nie;Raczej nie;Zdecydowanie nie;Raczej tak;Raczej tak;Zdecydowanie nie;Raczej nie;Raczej tak;Raczej nie;Raczej tak;Raczej nie;Raczej nie;Raczej tak;Raczej tak;Raczej nie;Zdecydowanie nie;Zdecydowanie nie;Raczej tak;Raczej tak;Trudno powiedzieć, trochę tak, trochę nie;Trudno powiedzieć, trochę tak, trochę nie;Raczej tak;Tak;Tak;Raczej tak;Raczej tak;Tak;Raczej tak;Raczej tak;Raczej tak;Trudno powiedzieć, trochę tak, trochę nie;Raczej tak;Tak;Tak;Trudno powiedzieć, trochę tak, trochę nie;Tak;Raczej tak;Trudno powiedzieć, trochę tak, trochę nie;Raczej tak;Raczej nie;Zdecydowanie tak;Tak;Raczej tak;Raczej nie;Zdecydowanie tak;Raczej tak;Raczej tak;Czasami;Rzadko;Czasami;Często;Nigdy;Czasami;Czasami;Często;Rzadko;Czasami;Często;Rzadko;Nigdy;Bardzo czesto;Czasami;Nigdy;Rzadko;Czasami;Często;Często;Często;Rzadko;Czasami;Czasami;Nigdy;Rzadko;Rzadko;Czasami;Nigdy;Często;2.11111111111111;1.85714285714286;5.06666666666667;5.06666666666667;2;3.46666666666667
